,0,1,2,3,4
180,3.7,16.0268,-95.1257,94.5,609431.0
181,3.8,15.1432,-94.535,49.4,609497.0
182,4.0,15.6742,-94.8498,67.5,609603.0
183,3.7,15.9445,-95.0587,89.9,609836.0
184,4.0,15.724,-94.7793,52.3,609906.0
185,4.2,15.4693,-94.88,19.5,610420.0
186,4.0,16.0847,-95.1965,71.9,610794.0
187,3.9,15.4397,-94.6743,25.6,610856.0
188,4.1,15.3638,-94.6797,16.0,611456.0
189,3.6,15.169,-94.6365,15.0,611995.0
190,3.7,15.2292,-94.7817,33.9,612206.0
191,4.1,15.437999999999999,-94.5872,61.5,612305.0
192,4.6,15.249,-94.4948,17.6,612498.0
193,3.8,15.6318,-94.8638,48.7,612897.0
194,4.4,16.8292,-94.33,109.6,613006.0
195,4.1,15.4327,-94.8108,14.0,613179.0
196,3.8,15.9798,-94.7083,76.1,613506.0
197,4.0,15.1528,-94.3915,34.9,613660.0
198,3.5,14.817,-94.9238,12.6,614047.0
199,3.9,15.4457,-94.6427,22.8,614246.0
200,4.1,15.731,-94.8787,66.1,614523.0
201,3.9,15.6758,-94.8697,83.1,614650.0
202,3.9,16.3527,-95.1227,150.9,614770.0
203,4.2,15.591,-94.9155,16.0,614910.0
204,3.9,16.3895,-95.2345,109.2,614927.0
205,3.4,15.8928,-95.1273,16.0,615007.0
206,3.7,15.7808,-94.9163,68.6,615178.0
207,3.7,16.8525,-95.5715,16.0,615258.0
208,3.8,15.4897,-94.6645,16.7,615413.0
209,3.7,15.672,-94.91799999999999,74.0,615589.0
210,4.4,15.5503,-94.8555,60.0,615975.0
211,4.1,15.5058,-94.8297,7.6,616384.0
212,3.9,15.3857,-94.6578,61.0,616568.0
213,3.8,15.5928,-94.8435,49.6,616766.0
214,3.9,15.635,-94.8843,12.7,617050.0
215,3.2,16.8497,-95.6232,16.1,617196.0
216,4.1,15.2717,-94.6852,16.1,617214.0
217,3.5,15.2418,-94.5692,16.6,617646.0
218,3.6,15.814,-94.9333,82.5,617902.0
219,3.7,15.4898,-94.7792,29.6,618031.0
220,4.2,15.6858,-95.0207,51.3,618185.0
221,3.8,15.6912,-94.7893,86.6,618411.0
222,3.7,15.6443,-94.8568,54.3,618543.0
223,4.8,15.5092,-94.8523,81.5,618757.0
224,4.1,15.7043,-94.8955,63.6,618964.0
225,4.2,16.1045,-94.46700000000001,129.8,619164.0
226,3.7,15.6115,-94.837,16.0,619324.0
227,3.9,15.7198,-94.9033,62.0,619569.0
228,3.8,15.5385,-95.3772,54.5,619760.0
229,4.0,15.5792,-94.8567,14.6,620008.0
230,4.5,14.8333,-94.119,50.0,620271.0
231,4.0,15.7693,-94.954,63.6,620405.0
232,3.7,15.5382,-94.8155,16.1,620525.0
233,4.1,15.5192,-94.7177,57.3,620611.0
234,3.9,16.2758,-95.0938,115.9,621015.0
235,4.0,15.2965,-94.561,24.1,621226.0
236,3.6,15.8147,-94.9458,82.0,621315.0
237,3.6,15.7822,-95.016,42.8,621423.0
238,3.0,15.728,-94.9472,64.5,621464.0
239,4.9,15.8567,-94.9843,32.5,621598.0
240,3.7,17.3258,-95.7525,29.0,621815.0
241,3.9,15.3298,-94.569,15.4,622124.0
242,3.6,15.6025,-94.7358,16.1,622347.0
243,4.0,15.3278,-94.6823,16.3,622483.0
244,3.9,15.3625,-94.7295,16.1,622484.0
245,3.8,15.6073,-94.8947,18.3,622578.0
246,5.0,15.7722,-95.0515,9.9,622779.0
247,4.2,15.8038,-94.9533,71.9,623226.0
248,3.6,15.7175,-94.8043,96.0,623719.0
249,4.7,15.7883,-95.0467,65.0,623811.0
250,3.7,15.4608,-94.8395,26.8,623942.0
251,4.3,15.5152,-94.8208,46.5,624277.0
252,4.2,14.9832,-94.6823,16.6,624328.0
253,4.0,15.6473,-94.8543,5.0,624523.0
254,3.8,15.7197,-94.963,54.4,624702.0
255,3.8,15.4765,-94.7958,16.1,624900.0
256,3.7,15.675999999999998,-94.8677,66.9,624931.0
257,4.0,15.709000000000001,-94.9865,28.4,625033.0
258,4.7,15.2923,-94.62100000000001,16.1,625202.0
259,4.0,15.7037,-94.8582,69.5,625431.0
260,3.9,15.6737,-94.7898,63.5,625572.0
261,3.7,15.8163,-94.5208,63.1,625642.0
262,3.4,15.705,-94.8785,58.8,625780.0
263,3.5,15.123,-94.5482,30.0,625830.0
264,4.0,15.7895,-94.941,72.1,626129.0
265,3.7,15.7762,-95.0507,63.0,626288.0
266,4.0,15.7612,-94.5967,74.4,626501.0
267,3.3,15.9578,-95.01100000000001,52.4,626643.0
268,4.3,15.3478,-94.6208,6.9,626924.0
269,4.0,16.0437,-95.1143,20.0,627145.0
270,4.2,15.5855,-94.8282,72.9,627484.0
271,4.7,15.1312,-94.3818,16.5,627584.0
272,4.5,15.6115,-94.9182,16.3,627965.0
273,3.7,15.5557,-94.8915,30.0,628047.0
274,3.9,15.5323,-94.8058,58.6,628174.0
275,4.0,14.724,-95.6015,4.7,628572.0
276,3.5,15.6323,-94.9395,44.4,628732.0
277,3.8,16.8877,-94.9705,112.2,628889.0
278,4.3,14.925,-94.3535,36.7,629051.0
279,3.6,15.7772,-94.9247,12.2,629487.0
280,3.7,15.5442,-94.7833,16.0,629610.0
281,4.2,16.6487,-95.2778,14.7,629774.0
282,3.6,15.3335,-94.6605,17.1,629844.0
283,3.7,15.411,-94.7672,9.3,630010.0
284,3.4,15.6678,-94.8843,25.9,630197.0
285,4.1,15.5958,-94.8102,13.6,630289.0
286,4.2,15.3838,-94.7587,15.0,630458.0
287,4.6,14.9688,-94.646,16.1,630612.0
288,3.7,15.7022,-94.8972,39.8,630898.0
289,4.3,15.2862,-94.618,18.5,631058.0
290,4.4,15.5068,-94.6873,15.4,631372.0
291,3.6,15.6265,-95.0825,17.2,631721.0
292,4.0,17.0547,-95.1785,104.8,631804.0
293,3.6,16.969,-95.2008,91.6,631959.0
294,3.8,15.4225,-94.73700000000001,16.2,632896.0
295,4.5,15.7822,-94.9328,55.6,633005.0
296,4.6,15.65,-94.5177,32.2,633523.0
297,4.1,17.5145,-94.729,13.3,633811.0
298,3.6,17.81,-94.9003,88.6,634173.0
299,3.6,15.564,-94.7727,30.0,634255.0
300,3.7,15.245,-94.52600000000001,16.1,634343.0
301,4.5,15.6577,-94.8367,90.2,634435.0
302,3.8,15.4583,-94.7975,41.0,634612.0
303,3.3,15.0375,-94.3445,24.3,634668.0
304,4.8,15.495,-94.792,64.3,634724.0
305,4.1,15.95,-94.9223,109.9,635353.0
306,3.8,15.6125,-94.8698,49.3,635680.0
307,3.9,15.6503,-94.855,70.1,635800.0
308,3.9,15.9805,-95.1955,51.8,636287.0
309,4.1,15.6962,-94.9082,58.3,636430.0
310,3.7,15.5222,-94.7527,51.9,636796.0
311,4.3,15.4892,-94.758,65.0,636926.0
312,4.0,15.5063,-94.82700000000001,65.0,637386.0
313,3.9,15.4023,-94.6933,60.0,637448.0
314,3.8,15.5127,-94.8012,60.0,637524.0
315,3.9,15.5648,-94.8318,60.0,637665.0
316,4.2,15.705,-94.9498,51.3,637795.0
317,3.9,15.620999999999999,-94.8807,16.1,637875.0
318,3.8,15.543,-94.7833,25.8,638058.0
319,3.7,15.1825,-94.8437,48.1,638156.0
320,4.0,15.292,-94.7045,40.0,638216.0
321,3.8,15.3818,-94.7055,70.0,638357.0
322,4.1,15.7078,-95.0335,30.1,638510.0
323,4.0,14.89,-94.4405,33.2,638676.0
324,4.2,15.1312,-94.4753,60.0,638898.0
325,4.1,15.635,-94.9312,33.9,639429.0
326,4.0,15.2847,-94.6372,41.7,639631.0
327,4.2,15.2785,-94.7047,24.6,639711.0
328,4.2,15.4193,-94.8852,42.6,640095.0
329,4.7,15.3715,-94.5695,86.8,640382.0
330,3.7,15.6393,-94.7562,16.6,640961.0
331,4.1,15.5743,-94.7232,33.0,641078.0
332,4.0,15.5473,-94.7333,40.0,641296.0
333,4.0,15.6842,-94.7573,96.2,641478.0
334,4.9,15.4535,-93.7538,44.5,641774.0
335,4.0,15.299000000000001,-94.5605,74.9,642164.0
336,4.7,15.5435,-94.8082,16.1,642999.0
337,3.8,15.5328,-94.8468,37.4,643155.0
338,4.0,15.5638,-94.7197,40.6,643385.0
339,4.1,15.6417,-94.8912,57.8,643529.0
340,4.1,15.5238,-93.6433,29.7,643811.0
341,4.0,15.4833,-94.7703,40.0,644143.0
342,4.0,15.3778,-94.677,56.0,644294.0
343,3.8,15.7573,-94.6588,17.5,644369.0
344,4.0,15.6532,-94.4987,16.1,644597.0
345,4.4,15.4852,-94.6925,86.9,644782.0
346,4.0,15.524000000000001,-94.8357,45.0,645020.0
347,4.1,15.7842,-94.9585,65.0,645234.0
348,3.9,15.5578,-94.8157,16.0,645864.0
349,4.4,15.4613,-93.7812,50.0,645991.0
350,3.9,15.4042,-94.6783,60.0,646218.0
351,3.9,15.6778,-94.835,70.0,646359.0
352,4.4,15.6802,-94.7807,127.0,646453.0
353,4.0,15.7238,-94.8792,70.9,646601.0
354,3.9,15.8818,-94.6968,66.1,646876.0
355,4.0,15.8973,-95.0845,49.4,647146.0
356,3.8,15.7,-94.6627,19.4,647324.0
357,4.6,15.6913,-95.211,16.1,647878.0
358,4.1,15.5657,-94.89399999999999,51.1,648125.0
359,4.0,15.071,-94.3402,65.8,648580.0
360,4.1,15.7188,-94.8643,76.9,648641.0
361,3.8,15.8992,-94.9373,86.6,648847.0
362,4.0,15.5602,-94.84100000000001,65.0,649187.0
363,3.8,15.6765,-94.9163,7.2,649480.0
364,4.0,15.4953,-94.6817,65.0,649556.0
365,5.3,16.0142,-95.2013,64.4,649867.0
366,4.0,15.3875,-94.729,27.4,650312.0
367,4.3,15.0982,-94.4612,6.8,650440.0
368,4.0,15.695,-94.5353,13.7,650897.0
369,3.8,15.5055,-94.852,20.0,651093.0
370,4.0,15.734000000000002,-94.5487,29.9,651288.0
371,3.5,15.725,-94.5617,7.7,651469.0
372,3.9,15.5588,-94.8917,51.3,651542.0
373,3.5,15.5373,-94.8075,16.1,652039.0
374,3.4,15.3052,-94.6008,16.1,652380.0
375,3.9,14.7503,-94.1878,17.1,652726.0
376,3.6,15.3948,-94.7998,16.3,652944.0
377,3.8,15.2885,-93.0673,142.3,653269.0
378,3.6,15.2937,-94.7333,16.7,653407.0
379,3.7,15.4233,-94.7963,16.3,653694.0
380,3.8,15.3723,-94.6932,16.4,653948.0
381,4.5,14.8637,-94.5902,15.0,654182.0
382,3.8,15.3168,-94.6695,16.2,654346.0
383,3.9,15.4878,-94.7483,20.0,654810.0
384,4.0,15.3477,-94.779,17.0,655104.0
385,3.7,14.6998,-94.3083,28.6,655357.0
386,3.9,16.5908,-95.4533,12.1,655843.0
387,3.9,15.0895,-94.4572,16.0,656134.0
388,3.8,15.6047,-94.887,16.4,656611.0
389,3.6,14.923,-94.321,16.1,656927.0
390,3.5,15.6653,-94.4957,16.1,657003.0
391,4.1,15.325999999999999,-94.6867,18.2,657064.0
392,4.0,17.1647,-95.76700000000001,28.5,657393.0
393,3.6,15.6123,-94.4457,16.1,657708.0
394,3.8,16.0513,-95.1152,115.9,657863.0
395,4.5,15.7285,-94.8765,69.3,658010.0
396,3.6,15.1882,-94.5973,16.6,658245.0
397,3.7,15.0812,-94.4717,16.1,658372.0
398,3.9,15.1953,-94.5802,17.2,658585.0
399,3.7,15.292,-94.2632,101.6,658737.0
400,4.5,15.402000000000001,-94.6638,16.3,658893.0
401,3.7,14.9293,-94.32700000000001,60.6,659010.0
402,3.9,15.3128,-94.6502,16.3,659112.0
403,4.5,14.7578,-94.5323,15.0,659592.0
404,3.9,15.3148,-94.6457,17.2,660000.0
405,4.5,15.5747,-94.7883,16.1,660403.0
406,4.5,15.4612,-94.8102,16.1,660648.0
407,4.0,15.5918,-94.8548,16.5,660934.0
408,3.8,15.6013,-94.8705,16.1,661062.0
409,3.9,15.4092,-94.6402,16.3,661509.0
410,4.5,14.9133,-94.3935,19.3,661711.0
411,3.8,15.3088,-94.744,16.8,661901.0
412,3.9,15.6063,-94.8638,17.1,662062.0
413,3.7,15.5142,-94.7885,16.1,662441.0
414,4.6,14.3763,-94.5972,15.0,662530.0
415,3.8,15.4757,-94.825,16.5,663010.0
416,3.9,15.7272,-94.5442,29.2,663644.0
417,4.3,15.7065,-94.5113,41.9,664098.0
418,4.2,15.7093,-94.5475,16.0,665057.0
419,4.0,15.629000000000001,-94.7407,17.1,665316.0
420,3.9,15.7265,-94.4885,27.7,665453.0
421,3.6,15.0267,-94.242,16.0,665773.0
422,4.0,15.544,-94.8052,16.1,665953.0
423,3.8,15.5787,-94.7905,20.0,666355.0
424,3.8,15.6445,-94.5715,37.9,666447.0
425,3.9,15.372,-94.6497,16.3,666563.0
426,3.8,15.3695,-94.6553,16.1,666683.0
427,4.1,15.1438,-94.4135,16.3,666777.0
428,3.8,15.2087,-94.5527,15.3,666967.0
429,4.1,14.9338,-94.4325,16.4,667178.0
430,3.3,15.9113,-94.335,20.0,667350.0
431,3.7,15.4558,-94.6843,16.1,667477.0
432,3.7,15.3038,-94.546,16.6,667773.0
433,4.3,16.796,-94.7412,102.1,668108.0
434,4.4,15.5572,-93.5925,70.2,668268.0
435,4.1,15.9605,-95.2245,22.6,668588.0
436,3.7,15.4815,-94.8082,16.7,669373.0
437,4.2,15.6755,-94.5585,16.1,669419.0
438,3.1,15.4502,-94.7895,16.1,669844.0
439,4.1,14.7892,-94.135,16.1,670081.0
440,3.9,15.0238,-94.3133,14.3,670250.0
441,3.8,15.2357,-94.5912,16.9,670418.0
442,4.0,15.4305,-94.7582,11.3,670523.0
443,4.0,15.09,-94.4735,16.0,670554.0
444,3.2,15.2675,-94.5562,20.0,670632.0
445,3.6,16.1112,-95.2895,7.8,670816.0
446,4.5,15.626,-94.5493,16.2,670902.0
447,3.9,14.8125,-94.0122,16.1,671172.0
448,3.6,15.34,-94.7892,20.0,671584.0
449,4.2,15.0012,-94.2808,16.0,671668.0
450,4.1,15.5465,-93.573,75.2,671999.0
451,3.9,15.4465,-94.7913,7.4,672109.0
452,4.5,15.1162,-94.3548,16.7,672467.0
453,3.5,15.2903,-94.6248,17.5,672686.0
454,4.5,15.4422,-94.854,27.1,672843.0
455,3.9,15.7058,-94.4382,69.6,672955.0
456,3.6,14.8788,-94.1667,16.2,673353.0
457,4.5,15.8502,-94.4607,55.3,673486.0
458,3.8,15.1103,-94.62200000000001,17.2,673806.0
459,4.3,15.7055,-93.8928,75.3,674071.0
460,3.7,15.0077,-94.2578,16.6,674307.0
461,4.0,15.3692,-94.7992,14.7,674425.0
462,3.7,15.3093,-94.8303,16.1,674706.0
463,3.8,15.1438,-94.5388,20.0,675227.0
464,4.4,15.1035,-94.3107,16.2,677151.0
465,4.0,15.243,-95.2498,20.0,677655.0
466,3.3,15.4805,-94.1093,20.0,677789.0
467,5.0,15.2138,-95.1705,16.1,677840.0
468,4.1,14.9357,-94.3068,16.7,678648.0
469,4.3,15.4273,-94.885,68.4,678889.0
470,3.8,15.3642,-94.8352,38.1,678937.0
471,4.1,14.9087,-94.3265,16.1,679134.0
472,5.2,15.744000000000002,-94.53200000000001,35.2,679318.0
473,4.0,14.9667,-94.1755,20.0,679914.0
474,3.7,15.1817,-94.38799999999999,16.4,680046.0
475,3.4,15.758,-93.9953,76.8,680580.0
476,4.0,15.5962,-94.8703,16.6,681222.0
477,3.8,15.4063,-94.6653,35.4,681345.0
478,4.1,14.7458,-93.613,20.0,681502.0
479,3.8,15.495999999999999,-94.5392,20.0,681699.0
480,3.8,15.847000000000001,-94.5482,24.0,681804.0
481,4.3,15.2465,-94.3345,10.0,682566.0
482,4.1,15.2478,-94.6873,35.4,682760.0
483,4.1,15.7367,-94.5332,44.6,682990.0
484,4.1,15.6378,-94.9457,29.5,683312.0
485,4.1,15.0263,-94.3515,20.0,683767.0
486,4.6,15.0483,-94.354,16.2,683768.0
487,4.0,15.3627,-94.7937,20.0,684314.0
488,4.2,15.2412,-94.4848,10.7,684468.0
489,3.7,15.4413,-94.561,67.0,685135.0
490,4.3,14.8942,-94.5697,22.1,685399.0
491,5.6,14.7448,-94.0787,23.4,685713.0
492,4.2,15.7565,-94.9322,64.0,686178.0
493,4.6,14.9548,-94.2412,17.2,686605.0
494,4.0,14.7915,-94.0862,22.7,686886.0
495,4.0,15.6102,-94.8415,11.0,687143.0
496,4.8,15.4995,-94.8318,16.1,687360.0
497,3.9,15.2017,-94.315,10.8,687612.0
498,3.9,15.288,-94.48299999999999,25.2,687755.0
499,4.2,15.5868,-94.8717,14.9,687976.0
500,4.0,15.1315,-94.4612,16.2,688116.0
501,4.0,14.9867,-94.3678,17.3,688281.0
502,4.1,15.3297,-94.5505,12.4,688353.0
503,4.5,15.7037,-94.5452,31.5,688946.0
504,4.2,15.1218,-94.5243,17.7,689401.0
505,4.0,15.367,-94.6518,16.1,689535.0
506,4.1,15.1503,-94.5302,16.3,689902.0
507,3.6,15.599,-94.819,23.4,690193.0
508,3.3,16.6678,-94.5118,12.2,690287.0
509,4.7,15.2098,-94.5597,16.9,690351.0
510,4.1,15.7142,-94.5698,29.8,690575.0
511,3.8,15.72,-94.555,40.2,690781.0
512,4.2,15.4853,-94.7225,16.1,690869.0
513,5.0,15.6415,-95.0455,17.0,691084.0
514,4.5,14.9855,-94.3803,14.0,691314.0
515,4.4,15.3647,-94.7203,12.6,691562.0
516,4.2,15.4112,-94.7108,10.2,691852.0
517,4.1,16.0263,-95.1628,26.8,692194.0
518,4.2,15.3068,-94.7768,15.7,692372.0
519,3.7,15.2872,-94.4475,15.0,692634.0
520,3.7,15.7353,-94.5407,16.4,692800.0
521,4.4,15.4758,-94.7995,16.0,693268.0
522,3.7,15.315,-94.538,16.2,693450.0
523,3.7,15.8765,-95.1768,10.9,693561.0
524,3.8,15.5988,-94.84200000000001,16.2,693659.0
525,3.7,15.02,-94.4672,16.6,693792.0
526,3.9,15.5102,-94.7802,11.0,693946.0
527,3.8,15.8102,-95.09200000000001,40.7,694077.0
528,3.6,15.1497,-94.6042,16.1,694404.0
529,3.8,15.5997,-95.2525,16.2,694634.0
530,4.0,15.2095,-94.617,13.5,694993.0
531,3.5,15.8522,-94.86,74.8,695103.0
532,4.0,15.3087,-94.759,20.0,695384.0
533,4.0,15.3495,-94.7992,66.1,696045.0
534,3.8,15.497,-94.9307,20.0,696514.0
535,3.4,15.2213,-94.6848,20.0,696699.0
536,4.7,14.9908,-94.3575,16.1,696915.0
